aut_lastn, aut_firstn	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
			Раздумья перед XXII съездом КПСС. [О задачах советской литературы и искусства в светепроекта Программы Коммунистической партии Советского Союза]. Статьи: В. Кочетов.Великая программа. — Лев Никулин. Жить современностью! — П. Соколов-Скаля.Красота жизни в искусстве. — Петрусь Бровка. Главная тема	Октябрь	1961	8	3-15
Матусовский, Михаил.			Новые стихи: Быстрина. — Из африканской тетради	Октябрь	1961	8	114-118
Ганина, М.			Матвей и Шурка. Рассказ	Октябрь	1961	8	119-131
Агеев, Николай.			Степная быль. Стихи	Октябрь	1961	8	132-134
Олеша, Юрий.			Ни дня без строки. [Отрывки из книги воспоминаний]	Октябрь	1961	8	135-156
Зайчукова, Евдокия.			Седьмая целинная весна. Из дневника директора совхоза. Коммент.И. Волк	Октябрь	1961	8	159-167
Сельвинский, Илья.			Космическая соната. Стихи	Октябрь	1961	8	16-19
Рашидов, Шараф.			Путь воды. [К истории ирригации в республиках Сред. Азии]	Октябрь	1961	8	168-172
Шейнин, Лев.			Париж — Веве. [Путевые записки]	Октябрь	1961	8	173-185
Воронов, Н.			Русский волонтер в Испании. [Отрывок из книги воспоминаний участниканац.-революционной войны в Испании]	Октябрь	1961	8	186-193
Молдавский, Дм.			Путешествие за пределы смысла. [По поводу книги М. Сефора «Словарьабстрактной живописи»]. Заметки о теории и практике абстрактного искусства	Октябрь	1961	8	194-200
Кулемин, Василий.			Апрельская баллада. Стихи	Октябрь	1961	8	20-21
Иванова, Ленина.			Размышления о прозе молодых	Октябрь	1961	8	201-208
Власенко, А.			Идейность — мастерство — талант. [Лит.-критич. заметки]	Октябрь	1961	8	209-214
Первенцев, Аркадий.			Матросы. Роман	Октябрь	1961	8	22-113
			Раздумья перед XXII съездом КПСС. [О задачах советской литературы и искусства.Статьи]: В. Полторацкий. Верная линия. — Г. Серебрякова. Моральный кодекс советскогочеловека. — С. Бабаевский. От сердца к сердцу. — Н. Равич. Мир, труд, свобода, равенствои счастье. — Б. Захава. Праздник человеческого духа	Октябрь	1961	9	3-16
Ющенко, Лев.			Если мы вместе. Повесть	Октябрь	1961	9	114-154
