aut_lastn, aut_firstn	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Давыдов, Л.			Объединение крылатых борцов. [Из опыта работы совета обществ,конструкторских бюро Уралмашзавода]	Молодая гвардия	1961	3	202-210
Емцев, М.	Парнов, Е		Не «холодная война», а война с холодом. [О проектах измененияклимата Земли]	Молодая гвардия	1961	3	211-217
Пухов, Ю.			С открытым сердцем... [О творчестве поэтессы О. Берггольц]	Молодая гвардия	1961	3	218-220
Войцеховский, С.	Бражников, Н		Огорчения на водных дорожках. [О недостатках ворганизации подготовки пловцов]	Молодая гвардия	1961	3	221-228
Карлинский, Владлен.			О чем рассказывают советские марки. [Заметки филателиста]	Молодая гвардия	1961	3	222-228
Бахметьева, С.			Где вы, молодые герои? [Заметки о современных советских фильмах,посвящ. молодежи]	Молодая гвардия	1961	3	229-231
Михайлюк, В.			Фельетоны [И.] Шатуновского. Из курсовой работы студента-заочника 4курса отд-ния журналистики Ленингр. ун-та	Молодая гвардия	1961	3	234-235
Сухов, Федор.			Незабытая песня. Поэма	Молодая гвардия	1961	3	77-92
Ковалев, Дмитрий.			Коммунистический марш. Стихи	Молодая гвардия	1961	4	3
Первенцев, Аркадий.			Богиня Изида. [Рассказ]. Илл: М. Рудаков	Молодая гвардия	1961	4	4-26
Солоухин, Владимир.			Черный омут. Поэма	Молодая гвардия	1961	4	112-118
Борзенко, Сергей.			Эль-Аламейн. Повесть. Илл: И. Коминарец	Молодая гвардия	1961	4	119-157
Ильин, Виктор.			Я люблю тебя, жизнь! [О семье инвалида Великой Отечественной войныА. Пузыча. Очерк]	Молодая гвардия	1961	4	158-173
Косачев, А.			Ключи от нового города. [Заметки режиссера докум. фильма об Амурске«Начинается город»]	Молодая гвардия	1961	4	174-178
Елагин, Владимир.			Тракторист? А есть ли такая профессия?	Молодая гвардия	1961	4	179-187
Анисимова, Александра.			Память родных мест. [О работе комсомольских организацийРогачевского района Гомел. обл.]	Молодая гвардия	1961	4	188-198
Буталеб, Браим.			Форум — великая и необходимая встреча молодежи. [К созывуВсемирного форума молодежи в Москве. Статья члена постоянного секретариатаВсемирного форума молодежи]. Пер. с франц	Молодая гвардия	1961	4	199-200
